From	To	Species	Gene Name
92906	HNRNPLL	Homo sapiens	heterogeneous nuclear ribonucleoprotein L like(HNRNPLL)
10245	TIMM17B	Homo sapiens	translocase of inner mitochondrial membrane 17 homolog B (yeast)(TIMM17B)
285195	SLC9A9	Homo sapiens	solute carrier family 9 member A9(SLC9A9)
10248	pop7	Homo sapiens	POP7 homolog, ribonuclease P/MRP subunit(POP7)
10247	RIDA	Homo sapiens	reactive intermediate imine deaminase A homolog(RIDA)
23526	ARHGAP45	Homo sapiens	Rho GTPase activating protein 45(ARHGAP45)
8970	Hist1h2bj	Homo sapiens	histone cluster 1 H2B family member j(HIST1H2BJ)
23527	ACAP2	Homo sapiens	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
8971	H1FX	Homo sapiens	H1 histone family member X(H1FX)
23528	ZNF281	Homo sapiens	zinc finger protein 281(ZNF281)
23529	CLCF1	Homo sapiens	cardiotrophin-like cytokine factor 1(CLCF1)
6311	ATXN2	Homo sapiens	ataxin 2(ATXN2)
129642	MBOAT2	Homo sapiens	membrane bound O-acyltransferase domain containing 2(MBOAT2)
6310	ATXN1	Homo sapiens	ataxin 1(ATXN1)
8975	USP13	Homo sapiens	ubiquitin specific peptidase 13 (isopeptidase T-3)(USP13)
7644	znf91	Homo sapiens	zinc finger protein 91(ZNF91)
8972	MGAM	Homo sapiens	maltase-glucoamylase(MGAM)
7643	ZNF90	Homo sapiens	zinc finger protein 90(ZNF90)
8973	CHRNA6	Homo sapiens	cholinergic receptor nicotinic alpha 6 subunit(CHRNA6)
245972	ATP6V0D2	Homo sapiens	ATPase H+ transporting V0 subunit d2(ATP6V0D2)
245973	ATP6V1C2	Homo sapiens	ATPase H+ transporting V1 subunit C2(ATP6V1C2)
118987	PDZD8	Homo sapiens	PDZ domain containing 8(PDZD8)
23520	ANP32C	Homo sapiens	acidic nuclear phosphoprotein 32 family member C(ANP32C)
23523	CABIN1	Homo sapiens	calcineurin binding protein 1(CABIN1)
670	BPHL	Homo sapiens	biphenyl hydrolase like(BPHL)
79971	WLS	Homo sapiens	wntless Wnt ligand secretion mediator(WLS)
672	BRCA1	Homo sapiens	BRCA1, DNA repair associated(BRCA1)
53342	IL17D	Homo sapiens	interleukin 17D(IL17D)
673	BRAF	Homo sapiens	B-Raf proto-oncogene, serine/threonine kinase(BRAF)
10219	KLRG1	Homo sapiens	killer cell lectin like receptor G1(KLRG1)
79973	ZNF442	Homo sapiens	zinc finger protein 442(ZNF442)
53340	SPA17	Homo sapiens	sperm autoantigenic protein 17(SPA17)
675	brca2	Homo sapiens	BRCA2, DNA repair associated(BRCA2)
53345	TM6SF2	Homo sapiens	transmembrane 6 superfamily member 2(TM6SF2)
54677	CROT	Homo sapiens	carnitine O-octanoyltransferase(CROT)
676	BRDT	Homo sapiens	bromodomain testis associated(BRDT)
54676	GTPBP2	Homo sapiens	GTP binding protein 2(GTPBP2)
53343	NUDT9	Homo sapiens	nudix hydrolase 9(NUDT9)
79977	GRHL2	Homo sapiens	grainyhead like transcription factor 2(GRHL2)
115004	MB21D1	Homo sapiens	Mab-21 domain containing 1(MB21D1)
678	ZFP36L2	Homo sapiens	ZFP36 ring finger protein like 2(ZFP36L2)
6304	SATB1	Homo sapiens	SATB homeobox 1(SATB1)
92935	MARS2	Homo sapiens	methionyl-tRNA synthetase 2, mitochondrial(MARS2)
6303	SAT1	Homo sapiens	spermidine/spermine N1-acetyltransferase 1(SAT1)
8968	Hist1h3f	Homo sapiens	histone cluster 1 H3 family member f(HIST1H3F)
158131	OR1Q1	Homo sapiens	olfactory receptor family 1 subfamily Q member 1(OR1Q1)
53347	UBASH3A	Homo sapiens	ubiquitin associated and SH3 domain containing A(UBASH3A)
6305	SBF1	Homo sapiens	SET binding factor 1(SBF1)
7639	ZNF85	Homo sapiens	zinc finger protein 85(ZNF85)
91608	RASL10B	Homo sapiens	RAS like family 10 member B(RASL10B)
10213	PSMD14	Homo sapiens	proteasome 26S subunit, non-ATPase 14(PSMD14)
128308	MRPL55	Homo sapiens	mitochondrial ribosomal protein L55(MRPL55)
6307	MSMO1	Homo sapiens	methylsterol monooxygenase 1(MSMO1)
10212	DDX39A	Homo sapiens	DExD-box helicase 39A(DDX39A)
158135	TTLL11	Homo sapiens	tubulin tyrosine ligase like 11(TTLL11)
10215	OLIG2	Homo sapiens	oligodendrocyte lineage transcription factor 2(OLIG2)
6309	SC5D	Homo sapiens	sterol-C5-desaturase(SC5D)
91607	SLFN11	Homo sapiens	schlafen family member 11(SLFN11)
6320	CLEC11A	Homo sapiens	C-type lectin domain family 11 member A(CLEC11A)
23539	SLC16A8	Homo sapiens	solute carrier family 16 member 8(SLC16A8)
6322	SCML1	Homo sapiens	sex comb on midleg-like 1 (Drosophila)(SCML1)
8985	PLOD3	Homo sapiens	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3(PLOD3)
8986	RPS6KA4	Homo sapiens	ribosomal protein S6 kinase A4(RPS6KA4)
64005	MYO1G	Homo sapiens	myosin IG(MYO1G)
6323	SCN1A	Homo sapiens	sodium voltage-gated channel alpha subunit 1(SCN1A)
23530	NNT	Homo sapiens	nicotinamide nucleotide transhydrogenase(NNT)
23531	MMD	Homo sapiens	monocyte to macrophage differentiation associated(MMD)
23532	PRAME	Homo sapiens	preferentially expressed antigen in melanoma(PRAME)
23533	PIK3R5	Homo sapiens	phosphoinositide-3-kinase regulatory subunit 5(PIK3R5)
23534	TNPO3	Homo sapiens	transportin 3(TNPO3)
680	BRS3	Homo sapiens	bombesin receptor subtype 3(BRS3)
682	BSG	Homo sapiens	basigin (Ok blood group)(BSG)
10228	STX6	Homo sapiens	syntaxin 6(STX6)
79960	JADE1	Homo sapiens	jade family PHD finger 1(JADE1)
683	BST1	Homo sapiens	bone marrow stromal cell antigen 1(BST1)
685	BTC	Homo sapiens	betacellulin(BTC)
54681	P4HTM	Homo sapiens	prolyl 4-hydroxylase, transmembrane(P4HTM)
10229	COQ7	Homo sapiens	coenzyme Q7, hydroxylase(COQ7)
196403	DTX3	Homo sapiens	deltex E3 ubiquitin ligase 3(DTX3)
686	BTD	Homo sapiens	biotinidase(BTD)
687	KLF9	Homo sapiens	Kruppel like factor 9(KLF9)
688	KLF5	Homo sapiens	Kruppel like factor 5(KLF5)
53354	PANK1	Homo sapiens	pantothenate kinase 1(PANK1)
10220	GDF11	Homo sapiens	growth differentiation factor 11(GDF11)
79968	WDR76	Homo sapiens	WD repeat domain 76(WDR76)
6314	atxn7	Homo sapiens	ataxin 7(ATXN7)
53358	SHC3	Homo sapiens	SHC adaptor protein 3(SHC3)
6317	SERPINB3	Homo sapiens	serpin family B member 3(SERPINB3)
8976	WASL	Homo sapiens	Wiskott-Aldrich syndrome like(WASL)
100129654	TCF24	Homo sapiens	transcription factor 24(TCF24)
10221	TRIB1	Homo sapiens	tribbles pseudokinase 1(TRIB1)
79969	ATAT1	Homo sapiens	alpha tubulin acetyltransferase 1(ATAT1)
6318	SERPINB4	Homo sapiens	serpin family B member 4(SERPINB4)
10226	PLIN3	Homo sapiens	perilipin 3(PLIN3)
23504	RIMBP2	Homo sapiens	RIMS binding protein 2(RIMBP2)
8992	ATP6V0E1	Homo sapiens	ATPase H+ transporting V0 subunit e1(ATP6V0E1)
6331	SCN5A	Homo sapiens	sodium voltage-gated channel alpha subunit 5(SCN5A)
23506	GLTSCR1L	Homo sapiens	GLTSCR1 like(GLTSCR1L)
5000	ORC4	Homo sapiens	origin recognition complex subunit 4(ORC4)
6330	SCN4B	Homo sapiens	sodium voltage-gated channel beta subunit 4(SCN4B)
5001	ORC5	Homo sapiens	origin recognition complex subunit 5(ORC5)
8996	NOL3	Homo sapiens	nucleolar protein 3(NOL3)
5002	SLC22A18	Homo sapiens	solute carrier family 22 member 18(SLC22A18)
6332	SCN7A	Homo sapiens	sodium voltage-gated channel alpha subunit 7(SCN7A)
23509	POFUT1	Homo sapiens	protein O-fucosyltransferase 1(POFUT1)
8997	KALRN	Homo sapiens	kalirin, RhoGEF kinase(KALRN)
8994	LIMD1	Homo sapiens	LIM domains containing 1(LIMD1)
5004	ORM1	Homo sapiens	orosomucoid 1(ORM1)
6334	SCN8A	Homo sapiens	sodium voltage-gated channel alpha subunit 8(SCN8A)
147495	APCDD1	Homo sapiens	APC down-regulated 1(APCDD1)
23500	DAAM2	Homo sapiens	dishevelled associated activator of morphogenesis 2(DAAM2)
79991	STN1	Homo sapiens	STN1, CST complex subunit(STN1)
23503	ZFYVE26	Homo sapiens	zinc finger FYVE-type containing 26(ZFYVE26)
694	BTG1	Homo sapiens	BTG anti-proliferation factor 1(BTG1)
695	BTK	Homo sapiens	Bruton tyrosine kinase(BTK)
696	BTN1A1	Homo sapiens	butyrophilin subfamily 1 member A1(BTN1A1)
699	BUB1	Homo sapiens	BUB1 mitotic checkpoint serine/threonine kinase(BUB1)
6326	SCN2A	Homo sapiens	sodium voltage-gated channel alpha subunit 2(SCN2A)
8989	TRPA1	Homo sapiens	transient receptor potential cation channel subfamily A member 1(TRPA1)
91624	NEXN	Homo sapiens	nexilin F-actin binding protein(NEXN)
6327	SCN2B	Homo sapiens	sodium voltage-gated channel beta subunit 2(SCN2B)
8988	HSPB3	Homo sapiens	heat shock protein family B (small) member 3(HSPB3)
6329	SCN4A	Homo sapiens	sodium voltage-gated channel alpha subunit 4(SCN4A)
6340	SCNN1G	Homo sapiens	sodium channel epithelial 1 gamma subunit(SCNN1G)
23515	MORC3	Homo sapiens	MORC family CW-type zinc finger 3(MORC3)
23516	SLC39A14	Homo sapiens	solute carrier family 39 member 14(SLC39A14)
5010	CLDN11	Homo sapiens	claudin 11(CLDN11)
6342	SCP2	Homo sapiens	sterol carrier protein 2(SCP2)
23517	SKIV2L2	Homo sapiens	Ski2 like RNA helicase 2(SKIV2L2)
6341	SCO1	Homo sapiens	SCO1, cytochrome c oxidase assembly protein(SCO1)
6344	SCTR	Homo sapiens	secretin receptor(SCTR)
7675	ZNF121	Homo sapiens	zinc finger protein 121(ZNF121)
5013	OTX1	Homo sapiens	orthodenticle homeobox 1(OTX1)
6343	SCT	Homo sapiens	secretin(SCT)
6346	CCL1	Homo sapiens	C-C motif chemokine ligand 1(CCL1)
5015	OTX2	Homo sapiens	orthodenticle homeobox 2(OTX2)
23510	KCTD2	Homo sapiens	potassium channel tetramerization domain containing 2(KCTD2)
23511	NUP188	Homo sapiens	nucleoporin 188(NUP188)
23512	SUZ12	Homo sapiens	SUZ12 polycomb repressive complex 2 subunit(SUZ12)
23513	SCRIB	Homo sapiens	scribbled planar cell polarity protein(SCRIB)
79980	dsn1	Homo sapiens	DSN1 homolog, MIS12 kinetochore complex component(DSN1)
23514	SPIDR	Homo sapiens	scaffolding protein involved in DNA repair(SPIDR)
10206	TRIM13	Homo sapiens	tripartite motif containing 13(TRIM13)
79982	DNAJB14	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B14(DNAJB14)
10205	MPZL2	Homo sapiens	myelin protein zero like 2(MPZL2)
10208	USPL1	Homo sapiens	ubiquitin specific peptidase like 1(USPL1)
10207	PATJ	Homo sapiens	PATJ, crumbs cell polarity complex component(PATJ)
79983	POF1B	Homo sapiens	premature ovarian failure, 1B(POF1B)
80975	TMPRSS5	Homo sapiens	transmembrane protease, serine 5(TMPRSS5)
10209	EIF1	Homo sapiens	eukaryotic translation initiation factor 1(EIF1)
6337	SCNN1A	Homo sapiens	sodium channel epithelial 1 alpha subunit(SCNN1A)
6336	SCN10A	Homo sapiens	sodium voltage-gated channel alpha subunit 10(SCN10A)
79989	TTC26	Homo sapiens	tetratricopeptide repeat domain 26(TTC26)
5008	OSM	Homo sapiens	oncostatin M(OSM)
6338	SCNN1B	Homo sapiens	sodium channel epithelial 1 beta subunit(SCNN1B)
8999	CDKL2	Homo sapiens	cyclin dependent kinase like 2(CDKL2)
91614	DEPDC7	Homo sapiens	DEP domain containing 7(DEPDC7)
5009	OTC	Homo sapiens	ornithine carbamoyltransferase(OTC)
10202	DHRS2	Homo sapiens	dehydrogenase/reductase 2(DHRS2)
10201	NME6	Homo sapiens	NME/NM23 nucleoside diphosphate kinase 6(NME6)
129607	CMPK2	Homo sapiens	cytidine/uridine monophosphate kinase 2(CMPK2)
10203	CALCRL	Homo sapiens	calcitonin receptor like receptor(CALCRL)
6351	CCL4	Homo sapiens	C-C motif chemokine ligand 4(CCL4)
5020	OXT	Homo sapiens	oxytocin/neurophysin I prepropeptide(OXT)
129563	DIS3L2	Homo sapiens	DIS3 like 3'-5' exoribonuclease 2(DIS3L2)
6352	CCL5	Homo sapiens	C-C motif chemokine ligand 5(CCL5)
5023	P2RX1	Homo sapiens	purinergic receptor P2X 1(P2RX1)
6355	CCL8	Homo sapiens	C-C motif chemokine ligand 8(CCL8)
6354	CCL7	Homo sapiens	C-C motif chemokine ligand 7(CCL7)
6357	CCL13	Homo sapiens	C-C motif chemokine ligand 13(CCL13)
5026	P2RX5	Homo sapiens	purinergic receptor P2X 5(P2RX5)
117579	RLN3	Homo sapiens	relaxin 3(RLN3)
58155	PTBP2	Homo sapiens	polypyrimidine tract binding protein 2(PTBP2)
431707	LHX8	Homo sapiens	LIM homeobox 8(LHX8)
84448	ABLIM2	Homo sapiens	actin binding LIM protein family member 2(ABLIM2)
117584	RFFL	Homo sapiens	ring finger and FYVE like domain containing E3 ubiquitin protein ligase(RFFL)
58158	NEUROD4	Homo sapiens	neuronal differentiation 4(NEUROD4)
116255	MOGAT1	Homo sapiens	monoacylglycerol O-acyltransferase 1(MOGAT1)
84444	DOT1L	Homo sapiens	DOT1 like histone lysine methyltransferase(DOT1L)
58157	ngb	Homo sapiens	neuroglobin(NGB)
84446	BRSK1	Homo sapiens	BR serine/threonine kinase 1(BRSK1)
84441	MAML2	Homo sapiens	mastermind like transcriptional coactivator 2(MAML2)
5016	OVGP1	Homo sapiens	oviductal glycoprotein 1(OVGP1)
5017	OVOL1	Homo sapiens	ovo like transcriptional repressor 1(OVOL1)
6347	CCL2	Homo sapiens	C-C motif chemokine ligand 2(CCL2)
7678	ZNF124	Homo sapiens	zinc finger protein 124(ZNF124)
84443	FRMPD3	Homo sapiens	FERM and PDZ domain containing 3(FRMPD3)
5018	OXA1L	Homo sapiens	OXA1L, mitochondrial inner membrane protein(OXA1L)
5019	OXCT1	Homo sapiens	3-oxoacid CoA-transferase 1(OXCT1)
117581	TWIST2	Homo sapiens	twist family bHLH transcription factor 2(TWIST2)
5030	P2RY4	Homo sapiens	pyrimidinergic receptor P2Y4(P2RY4)
6362	CCL18	Homo sapiens	C-C motif chemokine ligand 18(CCL18)
5031	P2RY6	Homo sapiens	pyrimidinergic receptor P2Y6(P2RY6)
7692	ZNF133	Homo sapiens	zinc finger protein 133(ZNF133)
7695	ZNF136	Homo sapiens	zinc finger protein 136(ZNF136)
5033	P4HA1	Homo sapiens	prolyl 4-hydroxylase subunit alpha 1(P4HA1)
6363	CCL19	Homo sapiens	C-C motif chemokine ligand 19(CCL19)
5034	P4HB	Homo sapiens	prolyl 4-hydroxylase subunit beta(P4HB)
6366	CCL21	Homo sapiens	C-C motif chemokine ligand 21(CCL21)
7697	ZNF138	Homo sapiens	zinc finger protein 138(ZNF138)
5036	PA2G4	Homo sapiens	proliferation-associated 2G4(PA2G4)
6368	CCL23	Homo sapiens	C-C motif chemokine ligand 23(CCL23)
7699	ZNF140	Homo sapiens	zinc finger protein 140(ZNF140)
5037	PEBP1	Homo sapiens	phosphatidylethanolamine binding protein 1(PEBP1)
116238	TLCD1	Homo sapiens	TLC domain containing 1(TLCD1)
58160	NFE4	Homo sapiens	nuclear factor, erythroid 4(NFE4)
254013	ETFBKMT	Homo sapiens	electron transfer flavoprotein beta subunit lysine methyltransferase(ETFBKMT)
84433	CARD11	Homo sapiens	caspase recruitment domain family member 11(CARD11)
60488	MRPS35	Homo sapiens	mitochondrial ribosomal protein S35(MRPS35)
5027	P2RX7	Homo sapiens	purinergic receptor P2X 7(P2RX7)
60485	SAV1	Homo sapiens	salvador family WW domain containing protein 1(SAV1)
60484	HAPLN2	Homo sapiens	hyaluronan and proteoglycan link protein 2(HAPLN2)
84432	PROK1	Homo sapiens	prokineticin 1(PROK1)
60481	ELOVL5	Homo sapiens	ELOVL fatty acid elongase 5(ELOVL5)
5042	PABPC3	Homo sapiens	poly(A) binding protein cytoplasmic 3(PABPC3)
6372	CXCL6	Homo sapiens	C-X-C motif chemokine ligand 6(CXCL6)
6375	XCL1	Homo sapiens	X-C motif chemokine ligand 1(XCL1)
6374	CXCL5	Homo sapiens	C-X-C motif chemokine ligand 5(CXCL5)
5045	FURIN	Homo sapiens	furin, paired basic amino acid cleaving enzyme(FURIN)
10194	TSHZ1	Homo sapiens	teashirt zinc finger homeobox 1(TSHZ1)
5046	PCSK6	Homo sapiens	proprotein convertase subtilisin/kexin type 6(PCSK6)
6376	CX3CL1	Homo sapiens	C-X3-C motif chemokine ligand 1(CX3CL1)
10193	RNF41	Homo sapiens	ring finger protein 41(RNF41)
5047	PAEP	Homo sapiens	progestagen associated endometrial protein(PAEP)
10196	PRMT3	Homo sapiens	protein arginine methyltransferase 3(PRMT3)
130574	LYPD6	Homo sapiens	LY6/PLAUR domain containing 6(LYPD6)
5048	PAFAH1B1	Homo sapiens	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)
10195	ALG3	Homo sapiens	ALG3, alpha-1,3- mannosyltransferase(ALG3)
153218	Spink13	Homo sapiens	serine peptidase inhibitor, Kazal type 13 (putative)(SPINK13)
116228	cox20	Homo sapiens	COX20, cytochrome c oxidase assembly factor(COX20)
6370	CCL25	Homo sapiens	C-C motif chemokine ligand 25(CCL25)
84466	MEGF10	Homo sapiens	multiple EGF like domains 10(MEGF10)
55902	ACSS2	Homo sapiens	acyl-CoA synthetase short-chain family member 2(ACSS2)
60496	AASDHPPT	Homo sapiens	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase(AASDHPPT)
196374	KRT78	Homo sapiens	keratin 78(KRT78)
10197	PSME3	Homo sapiens	proteasome activator subunit 3(PSME3)
84464	SLX4	Homo sapiens	SLX4 structure-specific endonuclease subunit(SLX4)
10199	MPHOSPH10	Homo sapiens	M-phase phosphoprotein 10(MPHOSPH10)
55906	ZC4H2	Homo sapiens	zinc finger C4H2-type containing(ZC4H2)
128209	KLF17	Homo sapiens	Kruppel like factor 17(KLF17)
60491	NIF3L1	Homo sapiens	NGG1 interacting factor 3 like 1(NIF3L1)
55904	KMT2E	Homo sapiens	lysine methyltransferase 2E(KMT2E)
60490	PPCDC	Homo sapiens	phosphopantothenoylcysteine decarboxylase(PPCDC)
5052	PRDX1	Homo sapiens	peroxiredoxin 1(PRDX1)
6383	SDC2	Homo sapiens	syndecan 2(SDC2)
55909	BIN3	Homo sapiens	bridging integrator 3(BIN3)
6386	SDCBP	Homo sapiens	syndecan binding protein(SDCBP)
129530	LYG1	Homo sapiens	lysozyme g1(LYG1)
6385	SDC4	Homo sapiens	syndecan 4(SDC4)
129531	MITD1	Homo sapiens	microtubule interacting and trafficking domain containing 1(MITD1)
6388	SDF2	Homo sapiens	stromal cell derived factor 2(SDF2)
6387	CXCL12	Homo sapiens	C-X-C motif chemokine ligand 12(CXCL12)
5058	PAK1	Homo sapiens	p21 (RAC1) activated kinase 1(PAK1)
6389	SDHA	Homo sapiens	succinate dehydrogenase complex flavoprotein subunit A(SDHA)
58189	WFDC1	Homo sapiens	WAP four-disulfide core domain 1(WFDC1)
130589	GALM	Homo sapiens	galactose mutarotase(GALM)
5050	PAFAH1B3	Homo sapiens	platelet activating factor acetylhydrolase 1b catalytic subunit 3(PAFAH1B3)
6382	sdc1	Homo sapiens	syndecan 1(SDC1)
84458	LCOR	Homo sapiens	ligand dependent nuclear receptor corepressor(LCOR)
116224	FAM122A	Homo sapiens	family with sequence similarity 122A(FAM122A)
5049	PAFAH1B2	Homo sapiens	platelet activating factor acetylhydrolase 1b catalytic subunit 2(PAFAH1B2)
55911	APOBR	Homo sapiens	apolipoprotein B receptor(APOBR)
196383	rilpl2	Homo sapiens	Rab interacting lysosomal protein like 2(RILPL2)
55917	CTTNBP2NL	Homo sapiens	CTTNBP2 N-terminal like(CTTNBP2NL)
55916	NXT2	Homo sapiens	nuclear transport factor 2 like export factor 2(NXT2)
55915	LANCL2	Homo sapiens	LanC like 2(LANCL2)
55914	ERBIN	Homo sapiens	erbb2 interacting protein(ERBIN)
5063	PAK3	Homo sapiens	p21 (RAC1) activated kinase 3(PAK3)
58190	CTDSP1	Homo sapiens	CTD small phosphatase 1(CTDSP1)
5064	PALM	Homo sapiens	paralemmin(PALM)
6397	SEC14L1	Homo sapiens	SEC14 like lipid binding 1(SEC14L1)
6396	SEC13	Homo sapiens	SEC13 homolog, nuclear pore and COPII coat complex component(SEC13)
58191	CXCL16	Homo sapiens	C-X-C motif chemokine ligand 16(CXCL16)
10172	ZNF256	Homo sapiens	zinc finger protein 256(ZNF256)
5068	REG3A	Homo sapiens	regenerating family member 3 alpha(REG3A)
6398	SECTM1	Homo sapiens	secreted and transmembrane 1(SECTM1)
10171	RCL1	Homo sapiens	RNA terminal phosphate cyclase like 1(RCL1)
10174	SORBS3	Homo sapiens	sorbin and SH3 domain containing 3(SORBS3)
6391	SDHC	Homo sapiens	succinate dehydrogenase complex subunit C(SDHC)
128272	ARHGEF19	Homo sapiens	Rho guanine nucleotide exchange factor 19(ARHGEF19)
5062	PAK2	Homo sapiens	p21 (RAC1) activated kinase 2(PAK2)
23480	SEC61G	Homo sapiens	Sec61 translocon gamma subunit(SEC61G)
55920	RCC2	Homo sapiens	regulator of chromosome condensation 2(RCC2)
23481	PES1	Homo sapiens	pescadillo ribosomal biogenesis factor 1(PES1)
23484	LEPROTL1	Homo sapiens	leptin receptor overlapping transcript-like 1(LEPROTL1)
282991	BLOC1S2	Homo sapiens	biogenesis of lysosomal organelles complex 1 subunit 2(BLOC1S2)
55922	NKRF	Homo sapiens	NFKB repressing factor(NKRF)
10179	RBM7	Homo sapiens	RNA binding motif protein 7(RBM7)
5074	PAWR	Homo sapiens	pro-apoptotic WT1 regulator(PAWR)
5075	PAX1	Homo sapiens	paired box 1(PAX1)
5076	PAX2	Homo sapiens	paired box 2(PAX2)
10181	RBM5	Homo sapiens	RNA binding motif protein 5(RBM5)
5077	PAX3	Homo sapiens	paired box 3(PAX3)
55929	DMAP1	Homo sapiens	DNA methyltransferase 1 associated protein 1(DMAP1)
5078	PAX4	Homo sapiens	paired box 4(PAX4)
5079	PAX5	Homo sapiens	paired box 5(PAX5)
10184	LHFPL2	Homo sapiens	lipoma HMGIC fusion partner-like 2(LHFPL2)
23498	HAAO	Homo sapiens	3-hydroxyanthranilate 3,4-dioxygenase(HAAO)
23499	MACF1	Homo sapiens	microtubule-actin crosslinking factor 1(MACF1)
254065	BRWD3	Homo sapiens	bromodomain and WD repeat domain containing 3(BRWD3)
5073	PARN	Homo sapiens	poly(A)-specific ribonuclease(PARN)
23492	CBX7	Homo sapiens	chromobox 7(CBX7)
55930	MYO5C	Homo sapiens	myosin VC(MYO5C)
10189	ALYREF	Homo sapiens	Aly/REF export factor(ALYREF)
10188	TNK2	Homo sapiens	tyrosine kinase non receptor 2(TNK2)
5087	PBX1	Homo sapiens	PBX homeobox 1(PBX1)
5089	PBX2	Homo sapiens	PBX homeobox 2(PBX2)
10150	MBNL2	Homo sapiens	muscleblind like splicing regulator 2(MBNL2)
10152	ABI2	Homo sapiens	abl interactor 2(ABI2)
200205	IBA57	Homo sapiens	IBA57 homolog, iron-sulfur cluster assembly(IBA57)
23463	ICMT	Homo sapiens	isoprenylcysteine carboxyl methyltransferase(ICMT)
23464	GCAT	Homo sapiens	glycine C-acetyltransferase(GCAT)
5080	PAX6	Homo sapiens	paired box 6(PAX6)
23466	CBX6	Homo sapiens	chromobox 6(CBX6)
5081	PAX7	Homo sapiens	paired box 7(PAX7)
23467	nptxr	Homo sapiens	neuronal pentraxin receptor(NPTXR)
5082	PDCL	Homo sapiens	phosducin like(PDCL)
23468	CBX5	Homo sapiens	chromobox 5(CBX5)
5083	PAX9	Homo sapiens	paired box 9(PAX9)
2801	GOLGA2	Homo sapiens	golgin A2(GOLGA2)
282974	STK32C	Homo sapiens	serine/threonine kinase 32C(STK32C)
23460	ABCA6	Homo sapiens	ATP binding cassette subfamily A member 6(ABCA6)
79913	ACTR5	Homo sapiens	ARP5 actin-related protein 5 homolog(ACTR5)
10153	CEBPZ	Homo sapiens	CCAAT/enhancer binding protein zeta(CEBPZ)
79912	PYROXD1	Homo sapiens	pyridine nucleotide-disulphide oxidoreductase domain 1(PYROXD1)
79915	ATAD5	Homo sapiens	ATPase family, AAA domain containing 5(ATAD5)
2806	GOT2	Homo sapiens	glutamic-oxaloacetic transaminase 2(GOT2)
10155	TRIM28	Homo sapiens	tripartite motif containing 28(TRIM28)
2805	GOT1	Homo sapiens	glutamic-oxaloacetic transaminase 1(GOT1)
2804	GOLGB1	Homo sapiens	golgin B1(GOLGB1)
10157	AASS	Homo sapiens	aminoadipate-semialdehyde synthase(AASS)
2803	GOLGA4	Homo sapiens	golgin A4(GOLGA4)
54617	INO80	Homo sapiens	INO80 complex subunit(INO80)
2802	GOLGA3	Homo sapiens	golgin A3(GOLGA3)
79918	SETD6	Homo sapiens	SET domain containing 6(SETD6)
5096	PCCB	Homo sapiens	propionyl-CoA carboxylase beta subunit(PCCB)
131870	NUDT16	Homo sapiens	nudix hydrolase 16(NUDT16)
5099	PCDH7	Homo sapiens	protocadherin 7(PCDH7)
10161	lpar6	Homo sapiens	lysophosphatidic acid receptor 6(LPAR6)
